Timestamp,Axis1,Axis2,Axis3,,
2036.6,-0.93,0.016,-0.406,,
2036.7,-0.898,-0.063,-0.352,,
2036.8,-0.93,-0.102,-0.348,,
2036.9,-0.949,-0.039,-0.402,,
2037,-0.902,0.012,-0.449,,
2037.1,-0.832,0.051,-0.309,,
2037.2,-0.801,0.059,-0.469,,
2037.3,-0.758,0.145,-0.414,,
2037.4,-0.773,0.273,-0.414,,
2037.5,-0.68,0.266,-0.418,,
2037.6,-0.523,0.203,-0.063,,
2037.7,-0.445,0.184,0.059,,
2037.8,-0.891,-0.016,-0.313,,
2037.9,-1.441,-0.066,-0.855,,
2038,-1.32,0.141,-0.336,,
2038.1,-1.148,0.266,0.09,,
2038.2,-1.215,0.207,0.129,,
2038.3,-1.309,0.086,0.039,,
2038.4,-1.406,-0.137,-0.305,,
2038.5,-1.164,-0.207,-0.16,,
2038.6,-1.016,-0.188,-0.191,,
2038.7,-0.879,-0.188,-0.281,,
2038.8,-0.609,-0.25,-0.219,,
2038.9,-0.609,-0.227,-0.34,,
2039,-0.902,0.223,-0.309,,
2039.1,-1.273,-0.016,-0.348,,
2039.2,-1.348,-0.547,-0.02,,
2039.3,-1.262,-0.566,0.035,,
2039.4,-1.027,-0.527,-0.297,,
2039.5,-0.813,-0.277,-0.57,,
2039.6,-0.723,-0.109,-0.355,,
2039.7,-0.773,-0.188,0.094,,
2039.8,-1.074,-0.227,0.234,,
2039.9,-1.242,-0.449,-0.273,,
2040,-1.148,-0.352,-0.52,,
2040.1,-0.938,-0.125,-0.371,,
2040.2,-0.902,-0.035,-0.164,,
2040.3,-0.977,-0.016,0.012,,
2040.4,-1.027,-0.051,-0.027,,
2040.5,-0.961,-0.152,-0.242,,
2040.6,-0.883,-0.184,-0.301,,
2040.7,-0.816,-0.191,-0.25,,
2040.8,-0.816,-0.227,-0.234,,
2040.9,-0.895,-0.184,-0.254,,
2041,-0.977,-0.148,-0.219,,
2041.1,-1.023,-0.152,-0.191,,
2041.2,-1.055,-0.148,-0.145,,
2041.3,-1.047,-0.141,-0.18,,
2041.4,-1.027,-0.074,-0.18,,
2041.5,-1.008,-0.012,-0.168,,
2041.6,-1.039,-0.086,-0.191,,
2041.7,-1.102,-0.125,-0.176,,
2041.8,-1.168,-0.117,-0.195,,
2041.9,-1.109,-0.012,-0.27,,
2042,-0.813,0.016,-0.273,,
2042.1,-0.805,-0.152,-0.305,,
2042.2,-1.023,-0.02,-0.379,,
2042.3,-0.898,0.059,-0.336,,
2042.4,-0.695,0.105,-0.305,,
2042.5,-0.781,0.094,-0.387,,
2042.6,-0.887,0.027,-0.461,,
2042.7,-0.871,0.059,-0.398,,
2042.8,-0.82,0.035,-0.375,,
2042.9,-0.875,0.004,-0.438,,
2043,-0.891,-0.004,-0.445,,
2043.1,-0.902,-0.035,-0.441,,
2043.2,-0.906,-0.047,-0.422,,
2043.3,-0.906,-0.063,-0.414,,
2043.4,-0.898,-0.059,-0.422,,
2043.5,-0.883,-0.074,-0.41,,
2043.6,-0.859,-0.082,-0.402,,
2043.7,-0.848,-0.082,-0.406,,
2043.8,-0.84,-0.094,-0.395,,
2043.9,-0.848,-0.098,-0.383,,
2044,-0.852,-0.105,-0.367,,
2044.1,-0.848,-0.117,-0.363,,
2044.2,-0.844,-0.129,-0.371,,
2044.3,-0.844,-0.137,-0.383,,
2044.4,-0.852,-0.145,-0.395,,
2044.5,-0.871,-0.141,-0.414,,
2044.6,-0.883,-0.137,-0.422,,
2044.7,-0.906,-0.125,-0.402,,
2044.8,-0.926,-0.113,-0.387,,
2044.9,-0.934,-0.105,-0.371,,
2045,-0.926,-0.102,-0.348,,
2045.1,-0.926,-0.102,-0.324,,
2045.2,-0.949,-0.102,-0.316,,
2045.3,-0.98,-0.098,-0.336,,
2045.4,-1.008,-0.102,-0.348,,
2045.5,-1.043,-0.113,-0.352,,
2045.6,-1.074,-0.105,-0.367,,
2045.7,-1.098,-0.098,-0.391,,
2045.8,-1.082,-0.074,-0.387,,
2045.9,-1.047,-0.055,-0.379,,
2046,-1.008,-0.035,-0.371,,
2046.1,-0.973,-0.016,-0.355,,
2046.2,-0.941,0.004,-0.344,,
2046.3,-0.914,0.012,-0.328,,
2046.4,-0.91,-0.035,-0.328,,
2046.5,-0.906,-0.016,-0.328,,
2046.6,-0.902,-0.043,-0.328,,
2046.7,-0.918,-0.047,-0.328,,
2046.8,-0.934,-0.047,-0.336,,
2046.9,-0.941,-0.039,-0.344,,
2047,-0.938,-0.039,-0.336,,
2047.1,-0.934,-0.035,-0.316,,
2047.2,-0.941,-0.035,-0.305,,
2047.3,-0.949,-0.027,-0.289,,
2047.4,-0.961,-0.023,-0.273,,
2047.5,-0.969,-0.016,-0.27,,
2047.6,-0.973,-0.02,-0.262,,
2047.7,-0.984,-0.027,-0.254,,
2047.8,-0.996,-0.031,-0.258,,
2047.9,-1.012,-0.031,-0.266,,
2048,-1.023,-0.027,-0.277,,
2048.1,-1.02,-0.016,-0.281,,
2048.2,-1.008,-0.016,-0.293,,
2048.3,-1,-0.02,-0.293,,
2048.4,-0.984,-0.02,-0.293,,
2048.5,-0.969,-0.023,-0.293,,
2048.6,-0.953,-0.016,-0.285,,
2048.7,-0.945,-0.012,-0.285,,
2048.8,-0.941,-0.012,-0.281,,
2048.9,-0.941,-0.004,-0.27,,
2049,-0.941,0,-0.266,,
2049.1,-0.941,0.004,-0.266,,
2049.2,-0.945,0.008,-0.262,,
2049.3,-0.941,0.012,-0.258,,
2049.4,-0.941,0.004,-0.258,,
2049.5,-0.938,-0.004,-0.262,,
2049.6,-0.93,-0.016,-0.277,,
2049.7,-0.934,-0.012,-0.285,,
2049.8,-0.934,-0.023,-0.285,,
2049.9,-0.945,-0.023,-0.285,,
2050,-0.957,-0.023,-0.289,,
2050.1,-0.965,-0.027,-0.273,,
2050.2,-0.969,-0.023,-0.273,,
2050.3,-0.961,-0.027,-0.273,,
2050.4,-0.961,-0.031,-0.273,,
2050.5,-0.957,-0.031,-0.277,,
2050.6,-0.953,-0.035,-0.285,,
2050.7,-0.961,-0.035,-0.289,,
2050.8,-0.965,-0.039,-0.289,,
2050.9,-0.965,-0.043,-0.289,,
2051,-0.961,-0.047,-0.285,,
2051.1,-0.965,-0.043,-0.289,,
2051.2,-0.965,-0.047,-0.297,,
2051.3,-0.953,-0.047,-0.297,,
2051.4,-0.957,-0.055,-0.297,,
2051.5,-0.961,-0.063,-0.305,,
2051.6,-0.957,-0.07,-0.305,,
2051.7,-0.965,-0.086,-0.313,,
2051.8,-0.977,-0.094,-0.309,,
2051.9,-0.977,-0.098,-0.301,,
2052,-0.984,-0.098,-0.297,,
2052.1,-0.984,-0.102,-0.297,,
2052.2,-0.98,-0.098,-0.297,,
2052.3,-0.98,-0.098,-0.297,,
2052.4,-0.984,-0.098,-0.289,,
2052.5,-0.988,-0.09,-0.285,,
2052.6,-0.984,-0.094,-0.285,,
2052.7,-0.98,-0.098,-0.285,,
2052.8,-0.98,-0.09,-0.285,,
2052.9,-0.973,-0.086,-0.285,,
2053,-0.969,-0.082,-0.281,,
2053.1,-0.957,-0.082,-0.277,,
2053.2,-0.949,-0.082,-0.285,,
2053.3,-0.941,-0.086,-0.289,,
2053.4,-0.941,-0.09,-0.281,,
2053.5,-0.941,-0.082,-0.281,,
2053.6,-0.941,-0.086,-0.281,,
2053.7,-0.945,-0.09,-0.285,,
2053.8,-0.953,-0.086,-0.281,,
2053.9,-0.957,-0.086,-0.277,,
2054,-0.973,-0.09,-0.27,,
2054.1,-0.973,-0.09,-0.266,,
2054.2,-0.973,-0.09,-0.273,,
2054.3,-0.973,-0.094,-0.277,,
2054.4,-0.973,-0.098,-0.281,,
2054.5,-0.969,-0.102,-0.285,,
2054.6,-0.973,-0.098,-0.281,,
2054.7,-0.969,-0.098,-0.285,,
2054.8,-0.961,-0.098,-0.277,,
2054.9,-0.961,-0.094,-0.277,,
2055,-0.961,-0.09,-0.273,,
2055.1,-0.965,-0.09,-0.273,,
2055.2,-0.965,-0.09,-0.262,,
2055.3,-0.969,-0.086,-0.262,,
2055.4,-0.965,-0.09,-0.262,,
2055.5,-0.953,-0.09,-0.27,,
2055.6,-0.953,-0.09,-0.273,,
2055.7,-0.953,-0.094,-0.27,,
2055.8,-0.953,-0.098,-0.277,,
2055.9,-0.953,-0.102,-0.281,,
2056,-0.953,-0.102,-0.277,,
2056.1,-0.961,-0.102,-0.277,,
2056.2,-0.953,-0.098,-0.273,,
2056.3,-0.953,-0.105,-0.27,,
2056.4,-0.957,-0.105,-0.266,,
2056.5,-0.961,-0.105,-0.266,,
2056.6,-0.961,-0.102,-0.266,,
2056.7,-0.961,-0.102,-0.262,,
2056.8,-0.965,-0.102,-0.262,,
2056.9,-0.965,-0.098,-0.266,,
2057,-0.969,-0.094,-0.262,,
2057.1,-0.973,-0.086,-0.266,,
2057.2,-0.98,-0.082,-0.266,,
2057.3,-0.98,-0.078,-0.262,,
2057.4,-0.977,-0.074,-0.254,,
2057.5,-0.973,-0.078,-0.254,,
2057.6,-0.969,-0.07,-0.25,,
2057.7,-0.965,-0.066,-0.25,,
2057.8,-0.961,-0.063,-0.25,,
2057.9,-0.965,-0.059,-0.25,,
2058,-0.961,-0.059,-0.25,,
2058.1,-0.961,-0.059,-0.258,,
2058.2,-0.969,-0.059,-0.258,,
2058.3,-0.969,-0.063,-0.258,,
2058.4,-0.969,-0.066,-0.254,,
2058.5,-0.961,-0.063,-0.258,,
2058.6,-0.953,-0.066,-0.262,,
2058.7,-0.953,-0.066,-0.262,,
2058.8,-0.953,-0.066,-0.262,,
2058.9,-0.953,-0.066,-0.262,,
2059,-0.965,-0.063,-0.262,,
2059.1,-0.961,-0.059,-0.254,,
2059.2,-0.965,-0.059,-0.25,,
2059.3,-0.969,-0.063,-0.246,,
2059.4,-0.969,-0.063,-0.25,,
2059.5,-0.973,-0.059,-0.254,,
2059.6,-0.973,-0.059,-0.258,,
2059.7,-0.969,-0.066,-0.258,,
2059.8,-0.969,-0.066,-0.258,,
2059.9,-0.977,-0.066,-0.262,,
2060,-0.969,-0.066,-0.262,,
2060.1,-0.969,-0.066,-0.262,,
2060.2,-0.977,-0.063,-0.258,,
2060.3,-0.969,-0.066,-0.254,,
2060.4,-0.969,-0.059,-0.254,,
2060.5,-0.969,-0.063,-0.242,,
2060.6,-0.961,-0.063,-0.25,,
2060.7,-0.965,-0.055,-0.254,,
2060.8,-0.965,-0.059,-0.258,,
2060.9,-0.969,-0.063,-0.258,,
2061,-0.973,-0.066,-0.258,,
2061.1,-0.973,-0.066,-0.254,,
2061.2,-0.973,-0.066,-0.254,,
2061.3,-0.969,-0.066,-0.258,,
2061.4,-0.965,-0.066,-0.266,,
2061.5,-0.969,-0.066,-0.266,,
2061.6,-0.965,-0.066,-0.258,,
2061.7,-0.957,-0.07,-0.262,,
2061.8,-0.961,-0.066,-0.262,,
2061.9,-0.965,-0.07,-0.262,,
2062,-0.965,-0.078,-0.262,,
2062.1,-0.965,-0.078,-0.262,,
2062.2,-0.969,-0.082,-0.262,,
2062.3,-0.969,-0.082,-0.262,,
2062.4,-0.973,-0.078,-0.262,,
2062.5,-0.973,-0.078,-0.262,,
2062.6,-0.973,-0.074,-0.266,,
2062.7,-0.973,-0.078,-0.262,,
2062.8,-0.973,-0.086,-0.266,,
2062.9,-0.969,-0.09,-0.266,,
2063,-0.969,-0.086,-0.266,,
2063.1,-0.965,-0.078,-0.27,,
2063.2,-0.965,-0.078,-0.27,,
2063.3,-0.961,-0.074,-0.27,,
2063.4,-0.957,-0.07,-0.27,,
2063.5,-0.965,-0.07,-0.27,,
2063.6,-0.965,-0.07,-0.27,,
2063.7,-0.965,-0.07,-0.27,,
2063.8,-0.965,-0.082,-0.266,,
2063.9,-0.965,-0.082,-0.266,,
2064,-0.969,-0.082,-0.266,,
2064.1,-0.969,-0.082,-0.262,,
2064.2,-0.969,-0.086,-0.262,,
2064.3,-0.965,-0.086,-0.266,,
2064.4,-0.965,-0.082,-0.266,,
2064.5,-0.969,-0.082,-0.266,,
2064.6,-0.969,-0.082,-0.266,,
2064.7,-0.969,-0.086,-0.266,,
