Timestamp,Axis1,Axis2,Axis3
0.5,-0.996,0.047,-0.141
0.6,-1.109,-0.469,1.293
0.7,-1.039,-0.602,1.453
0.8,-0.91,-0.527,0.637
0.9,-0.887,-0.492,0.262
1,-0.879,-0.484,0.121
1.1,-0.879,-0.48,0.074
1.2,-0.879,-0.48,0.055
1.3,-0.883,-0.5,0.051
1.4,-0.879,-0.535,0.063
1.5,-0.887,-0.563,0.078
1.6,-0.926,-0.586,0.074
1.7,-0.984,-0.602,0.063
1.8,-1.051,-0.574,0.051
1.9,-1.078,-0.527,0.051
2,-1.055,-0.496,0.07
2.1,-0.961,-0.438,0.09
2.2,-0.852,-0.395,0.109
2.3,-0.762,-0.375,0.121
2.4,-0.707,-0.332,0.102
2.5,-0.727,-0.305,0.086
2.6,-0.773,-0.301,0.094
2.7,-0.805,-0.305,0.117
2.8,-0.805,-0.324,0.121
2.9,-0.813,-0.379,0.086
3,-0.852,-0.406,0.023
3.1,-0.891,-0.414,-0.039
3.2,-0.91,-0.41,-0.066
3.3,-0.902,-0.41,-0.055
3.4,-0.895,-0.418,-0.039
3.5,-0.906,-0.422,-0.063
3.6,-0.934,-0.422,-0.094
3.7,-0.945,-0.418,-0.113
3.8,-0.938,-0.418,-0.105
3.9,-0.914,-0.418,-0.098
4,-0.891,-0.426,-0.074
4.1,-0.887,-0.453,-0.063
4.2,-0.898,-0.469,-0.063
4.3,-0.93,-0.484,-0.063
4.4,-0.949,-0.496,-0.059
4.5,-0.941,-0.508,-0.066
4.6,-0.914,-0.523,-0.066
4.7,-0.895,-0.535,-0.066
4.8,-0.891,-0.535,-0.07
4.9,-0.895,-0.531,-0.066
5,-0.918,-0.508,-0.063
5.1,-0.93,-0.48,-0.051
5.2,-0.914,-0.453,-0.035
5.3,-0.898,-0.441,-0.027
5.4,-0.883,-0.438,-0.027
5.5,-0.863,-0.434,-0.043
5.6,-0.848,-0.426,-0.055
5.7,-0.844,-0.426,-0.059
5.8,-0.859,-0.414,-0.059
5.9,-0.875,-0.398,-0.047
6,-0.887,-0.375,-0.047
6.1,-0.883,-0.371,-0.035
6.2,-0.867,-0.367,-0.031
6.3,-0.871,-0.391,-0.039
6.4,-0.887,-0.406,-0.066
6.5,-0.895,-0.434,-0.07
6.6,-0.891,-0.445,-0.059
6.7,-0.891,-0.457,-0.051
6.8,-0.898,-0.465,-0.047
6.9,-0.922,-0.477,-0.043
7,-0.945,-0.477,-0.055
7.1,-0.953,-0.477,-0.055
7.2,-0.953,-0.465,-0.051
7.3,-0.945,-0.449,-0.043
7.4,-0.953,-0.426,-0.043
7.5,-0.957,-0.402,-0.035
7.6,-0.953,-0.379,-0.016
7.7,-0.945,-0.367,0.012
7.8,-0.973,-0.336,-0.047
7.9,-0.883,-0.332,-0.031
8,-0.895,-0.316,-0.063
8.1,-0.867,-0.309,-0.039
8.2,-0.918,-0.273,-0.047
8.3,-1.012,-0.273,-0.074
8.4,-1.023,-0.301,-0.074
8.5,-0.973,-0.305,-0.063
8.6,-0.984,-0.313,-0.063
8.7,-0.996,-0.297,-0.105
8.8,-0.953,-0.266,-0.094
8.9,-0.898,-0.301,0
9,-0.863,-0.371,0.07
9.1,-0.934,-0.313,0.008
9.2,-1.102,-0.246,-0.086
9.3,-1.18,-0.215,-0.07
9.4,-1.137,-0.199,0
9.5,-1.055,-0.168,0.004
9.6,-0.957,-0.137,-0.035
9.7,-0.891,-0.137,-0.086
9.8,-0.898,-0.148,-0.113
9.9,-0.969,-0.152,-0.113
10,-1.027,-0.137,-0.059
10.1,-1.043,-0.129,0.004
10.2,-1.035,-0.121,0.043
10.3,-1.031,-0.121,0.039
10.4,-1.02,-0.137,0.016
10.5,-1.004,-0.133,0.008
10.6,-0.992,-0.117,-0.008
10.7,-0.988,-0.109,-0.02
10.8,-0.977,-0.094,-0.023
10.9,-0.98,-0.074,-0.031
11,-0.992,-0.055,-0.031
11.1,-0.988,-0.043,-0.027
11.2,-0.977,-0.039,-0.023
11.3,-0.98,-0.047,-0.023
11.4,-1,-0.066,-0.027
11.5,-1.031,-0.063,-0.039
11.6,-1.051,-0.055,-0.039
11.7,-1.07,-0.047,-0.047
11.8,-1.102,-0.051,-0.059
11.9,-1.117,-0.055,-0.059
12,-1.113,-0.063,-0.055
12.1,-1.105,-0.059,-0.074
12.2,-1.121,-0.035,-0.086
12.3,-1.152,-0.016,-0.082
12.4,-1.16,0,-0.074
12.5,-1.172,0.031,-0.074
12.6,-1.199,0.07,-0.09
12.7,-1.203,0.121,-0.105
12.8,-1.215,0.18,-0.086
12.9,-1.199,0.254,-0.09
13,-1.164,0.273,-0.09
13.1,-1.148,0.305,-0.105
13.2,-1.156,0.332,-0.117
13.3,-1.148,0.352,-0.109
13.4,-1.145,0.363,-0.09
13.5,-1.156,0.379,-0.086
13.6,-1.148,0.395,-0.082
13.7,-1.133,0.402,-0.086
13.8,-1.094,0.402,-0.09
13.9,-1.078,0.391,-0.105
14,-1.078,0.395,-0.129
14.1,-1.07,0.398,-0.148
14.2,-1.07,0.414,-0.152
14.3,-1.082,0.438,-0.152
14.4,-1.105,0.457,-0.148
14.5,-1.129,0.465,-0.145
14.6,-1.133,0.461,-0.145
14.7,-1.117,0.445,-0.141
14.8,-1.102,0.434,-0.152
14.9,-1.102,0.414,-0.168
15,-1.105,0.398,-0.184
15.1,-1.098,0.391,-0.195
15.2,-1.09,0.398,-0.215
15.3,-1.074,0.426,-0.242
15.4,-1.074,0.449,-0.258
15.5,-1.074,0.496,-0.266
15.6,-1.055,0.539,-0.254
15.7,-1.027,0.543,-0.238
15.8,-1.016,0.508,-0.227
15.9,-1.012,0.473,-0.223
16,-1.016,0.441,-0.223
16.1,-1.027,0.426,-0.219
16.2,-1.031,0.414,-0.223
16.3,-1.023,0.418,-0.219
16.4,-0.996,0.418,-0.219
16.5,-0.945,0.418,-0.207
16.6,-0.91,0.418,-0.215
16.7,-0.891,0.414,-0.223
16.8,-0.887,0.422,-0.223
16.9,-0.895,0.402,-0.223
17,-0.91,0.391,-0.219
17.1,-0.922,0.355,-0.234
17.2,-0.926,0.379,-0.219
17.3,-0.918,0.391,-0.203
17.4,-0.898,0.398,-0.195
17.5,-0.883,0.398,-0.18
17.6,-0.867,0.41,-0.156
17.7,-0.852,0.414,-0.129
17.8,-0.848,0.402,-0.113
17.9,-0.828,0.387,-0.086
18,-0.805,0.363,-0.07
18.1,-0.762,0.359,-0.059
18.2,-0.695,0.352,-0.039
18.3,-0.633,0.328,-0.039
18.4,-0.566,0.305,-0.043
18.5,-0.508,0.266,-0.039
18.6,-0.473,0.242,-0.059
18.7,-0.441,0.234,-0.07
18.8,-0.383,0.227,-0.035
18.9,-0.367,0.211,-0.008
19,-0.375,0.18,-0.004
19.1,-0.402,0.18,0
19.2,-0.449,0.172,0.004
19.3,-0.496,0.164,0.008
19.4,-0.531,0.141,0.027
