12866.7,-1.012,0.598,-0.129,,
12866.8,-0.699,0.336,-0.094,,
12866.9,-0.402,0.117,-0.012,,
12867,-0.137,-0.086,0.004,,
12867.1,0.105,-0.238,0.027,,
12867.2,0.281,-0.254,0.129,,
12867.3,0.41,-0.164,0.258,,
12867.4,0.543,-0.02,0.422,,
12867.5,0.664,0.129,0.699,,START
12867.6,0.703,0.27,0.949,,
12867.7,0.613,0.387,1.074,,
12867.8,0.43,0.484,1.02,,
12867.9,0.207,0.563,0.773,,
12868,-0.129,0.766,-0.094,,
12868.1,-0.59,0.695,-0.801,,
12868.2,-0.711,0.289,-0.563,,
12868.3,-0.535,0.168,-0.047,,
12868.4,-0.324,0.113,0.145,,
12868.5,-0.211,0.031,0.051,,
12868.6,-0.191,0.023,-0.035,,
12868.7,-0.215,0.086,0.016,,
12868.8,-0.246,0.195,0.164,,
12868.9,-0.316,0.266,0.262,,
12869,-0.402,0.324,0.324,,
12869.1,-0.434,0.391,0.324,,
12869.2,-0.383,0.457,0.199,,
12869.3,-0.262,0.477,0.059,,
12869.4,-0.16,0.457,0.031,,
12869.5,-0.105,0.418,0.086,,
12869.6,-0.078,0.371,0.109,,
12869.7,-0.055,0.32,0.129,,
12869.8,-0.047,0.297,0.203,,
12869.9,-0.113,0.293,0.242,,
12870,-0.246,0.297,0.188,,
12870.1,-0.355,0.309,0.051,,
12870.2,-0.391,0.348,0.031,,
12870.3,-0.324,0.383,0.055,,
12870.4,-0.223,0.379,0.043,,
12870.5,-0.129,0.348,0.055,,
12870.6,-0.082,0.316,0.105,,
12870.7,-0.082,0.32,0.191,,
12870.8,-0.102,0.328,0.234,,
12870.9,-0.129,0.332,0.227,,
12871,-0.172,0.336,0.176,,
12871.1,-0.223,0.359,0.172,,
12871.2,-0.238,0.375,0.191,,
12871.3,-0.227,0.387,0.215,,
12871.4,-0.168,0.379,0.262,,
12871.5,-0.105,0.363,0.348,,
12871.6,-0.059,0.391,0.449,,
12871.7,-0.094,0.477,0.473,,
12871.8,-0.215,0.59,0.516,,
12871.9,-0.383,0.672,0.563,,
12872,-0.547,0.742,0.602,,
12872.1,-0.664,0.793,0.613,,
12872.2,-0.699,0.816,0.613,,
12872.3,-0.688,0.797,0.609,,
12872.4,-0.637,0.766,0.652,,
12872.5,-0.582,0.734,0.707,,
12872.6,-0.551,0.762,0.762,,
12872.7,-0.613,0.816,0.754,,
12872.8,-0.781,0.789,0.641,,
12872.9,-0.898,0.688,0.574,,
12873,-0.98,0.598,0.508,,
12873.1,-1.031,0.52,0.461,,
12873.2,-1.07,0.488,0.473,,
12873.3,-1.156,0.523,0.484,,
12873.4,-1.293,0.602,0.566,,
12873.5,-1.504,0.73,0.691,,
12873.6,-1.738,0.883,0.766,,
12873.7,-1.859,0.984,0.828,,
12873.8,-1.848,0.996,0.77,,
12873.9,-1.742,0.934,0.645,,
12874,-1.527,0.805,0.578,,
12874.1,-1.266,0.633,0.508,,
12874.2,-1.027,0.457,0.445,,
12874.3,-0.84,0.328,0.391,,
12874.4,-0.734,0.238,0.344,,
12874.5,-0.801,0.23,0.289,,
12874.6,-1.004,0.316,0.238,,
12874.7,-1.27,0.438,0.277,,
12874.8,-1.523,0.516,0.371,,
12874.9,-1.672,0.508,0.434,,
12875,-1.633,0.445,0.453,,
12875.1,-1.422,0.344,0.395,,
12875.2,-1.172,0.262,0.246,,
12875.3,-0.945,0.223,0.117,,
12875.4,-0.789,0.219,0.074,,
12875.5,-0.719,0.203,0.07,,
12875.6,-0.734,0.195,0.074,,
12875.7,-0.824,0.191,0.094,,
12875.8,-0.914,0.176,0.141,,
12875.9,-1.004,0.16,0.16,,
12876,-1.063,0.156,0.184,,
12876.1,-1.07,0.18,0.266,,
12876.2,-1.078,0.176,0.32,,
12876.3,-1.117,0.152,0.242,,
12876.4,-1.145,0.152,0.117,,
12876.5,-1.117,0.141,0,,
12876.6,-1.043,0.168,-0.039,,
12876.7,-1.02,0.285,-0.012,,
12876.8,-1.078,0.48,0.031,,
12876.9,-1.172,0.645,0.105,,
12877,-1.219,0.676,0.195,,
12877.1,-1.211,0.594,0.25,,
12877.2,-1.141,0.445,0.262,,
12877.3,-1.012,0.313,0.246,,
12877.4,-0.863,0.227,0.234,,
12877.5,-0.738,0.18,0.211,,
12877.6,-0.652,0.172,0.188,,
12877.7,-0.617,0.211,0.172,,
12877.8,-0.602,0.273,0.156,,
12877.9,-0.598,0.355,0.137,,
12878,-0.598,0.43,0.098,,
12878.1,-0.605,0.484,0.066,,
12878.2,-0.648,0.52,0.066,,
12878.3,-0.766,0.555,0.086,,
12878.4,-0.934,0.574,0.133,,
12878.5,-1.105,0.586,0.207,,
12878.6,-1.266,0.609,0.234,,
12878.7,-1.371,0.617,0.234,,
12878.8,-1.391,0.613,0.227,,
12878.9,-1.344,0.59,0.211,,
12879,-1.246,0.551,0.215,,
12879.1,-1.133,0.523,0.191,,
12879.2,-1.031,0.5,0.148,,
12879.3,-0.941,0.48,0.117,,
12879.4,-0.863,0.453,0.105,,
12879.5,-0.816,0.43,0.105,,
12879.6,-0.805,0.418,0.094,,
12879.7,-0.801,0.391,0.07,,
12879.8,-0.793,0.359,0.039,,
12879.9,-0.785,0.34,0.012,,
12880,-0.766,0.309,-0.016,,
12880.1,-0.742,0.289,-0.035,,
12880.2,-0.715,0.27,-0.055,,
12880.3,-0.691,0.258,-0.07,,
12880.4,-0.68,0.254,-0.066,,
12880.5,-0.688,0.254,-0.059,,
12880.6,-0.695,0.258,-0.043,,
12880.7,-0.734,0.258,-0.027,,
12880.8,-0.801,0.266,-0.031,,
12880.9,-0.855,0.273,-0.027,,
12881,-0.895,0.277,-0.008,,
12881.1,-0.914,0.285,-0.004,,
12881.2,-0.914,0.281,-0.004,,
12881.3,-0.91,0.281,-0.02,,
12881.4,-0.906,0.281,-0.031,,
12881.5,-0.902,0.277,-0.035,,
12881.6,-0.887,0.273,-0.035,,
12881.7,-0.863,0.254,-0.02,,
12881.8,-0.852,0.242,0.012,,
12881.9,-0.844,0.246,0.035,,
12882,-0.871,0.281,0.023,,
12882.1,-0.91,0.32,0.012,,
12882.2,-0.922,0.363,0.047,,
12882.3,-0.906,0.387,0.102,,
12882.4,-0.898,0.414,0.121,,
12882.5,-0.898,0.449,0.113,,
12882.6,-0.895,0.477,0.102,,
12882.7,-0.898,0.496,0.086,,
12882.8,-0.895,0.508,0.09,,
12882.9,-0.875,0.523,0.137,,
12883,-0.836,0.563,0.238,,
12883.1,-0.836,0.656,0.344,,
12883.2,-0.902,0.754,0.395,,
12883.3,-1.027,0.828,0.371,,
12883.4,-1.164,0.852,0.305,,
12883.5,-1.234,0.809,0.234,,
12883.6,-1.191,0.707,0.188,,
12883.7,-1.066,0.605,0.16,,
12883.8,-0.926,0.535,0.148,,
12883.9,-0.816,0.496,0.148,,
12884,-0.781,0.48,0.141,,
12884.1,-0.809,0.461,0.148,,
12884.2,-0.875,0.449,0.164,,
12884.3,-0.953,0.445,0.191,,
12884.4,-1.012,0.434,0.203,,
12884.5,-1.02,0.438,0.215,,
12884.6,-0.992,0.449,0.219,,
12884.7,-0.926,0.445,0.223,,
12884.8,-0.848,0.445,0.234,,
12884.9,-0.773,0.441,0.238,,
12885,-0.719,0.43,0.23,,
12885.1,-0.695,0.414,0.211,,
12885.2,-0.695,0.391,0.188,,
12885.3,-0.723,0.371,0.188,,
12885.4,-0.773,0.359,0.195,,
12885.5,-0.836,0.348,0.18,,
12885.6,-0.887,0.34,0.176,,
12885.7,-0.938,0.324,0.191,,
12885.8,-0.965,0.316,0.211,,
12885.9,-0.984,0.313,0.23,,
12886,-0.988,0.316,0.238,,
12886.1,-0.969,0.32,0.254,,
12886.2,-0.941,0.332,0.273,,
12886.3,-0.914,0.344,0.273,,
12886.4,-0.879,0.355,0.266,,
12886.5,-0.848,0.348,0.25,,
12886.6,-0.824,0.34,0.242,,
12886.7,-0.809,0.324,0.246,,
12886.8,-0.805,0.316,0.242,,
12886.9,-0.82,0.309,0.242,,
12887,-0.852,0.313,0.219,,
12887.1,-0.891,0.316,0.211,,
12887.2,-0.926,0.309,0.199,,
12887.3,-0.965,0.305,0.188,,
12887.4,-1,0.293,0.176,,
12887.5,-1.031,0.285,0.164,,
12887.6,-1.043,0.27,0.156,,
12887.7,-1.031,0.254,0.152,,
12887.8,-0.988,0.242,0.148,,
12887.9,-0.938,0.23,0.145,,
12888,-0.902,0.215,0.145,,
12888.1,-0.887,0.199,0.125,,
12888.2,-0.887,0.195,0.117,,
12888.3,-0.91,0.199,0.113,,
12888.4,-0.941,0.207,0.105,,
12888.5,-0.98,0.211,0.098,,
12888.6,-1.023,0.219,0.102,,
12888.7,-1.051,0.234,0.102,,
12888.8,-1.051,0.258,0.105,,
12888.9,-1.035,0.289,0.121,,
12889,-1.008,0.309,0.121,,
12889.1,-0.977,0.324,0.102,,
12889.2,-0.957,0.324,0.09,,
12889.3,-0.938,0.316,0.078,,
12889.4,-0.934,0.297,0.055,,
12889.5,-0.941,0.273,0.031,,
12889.6,-0.961,0.242,0.02,,
12889.7,-0.984,0.223,0.012,,
12889.8,-1.004,0.195,0.008,,
12889.9,-1.02,0.164,0,,
12890,-1.023,0.125,0,,
12890.1,-1.02,0.09,0.023,,
12890.2,-1.023,0.07,0.066,,
12890.3,-1.027,0.07,0.121,,
12890.4,-1.035,0.102,0.184,,
12890.5,-1.031,0.152,0.234,,
12890.6,-1.004,0.219,0.277,,
12890.7,-0.984,0.285,0.305,,
12890.8,-0.98,0.363,0.301,,
12890.9,-0.992,0.434,0.277,,
12891,-1,0.48,0.238,,
12891.1,-0.984,0.492,0.188,,
12891.2,-0.938,0.469,0.137,,
12891.3,-0.867,0.422,0.082,,
12891.4,-0.801,0.359,0.023,,
12891.5,-0.75,0.305,-0.039,,
12891.6,-0.727,0.258,-0.074,,
12891.7,-0.758,0.219,-0.09,,
12891.8,-0.852,0.203,-0.098,,
12891.9,-0.984,0.195,-0.102,,
12892,-1.137,0.191,-0.094,,
12892.1,-1.27,0.195,-0.074,,
12892.2,-1.367,0.203,-0.066,,
12892.3,-1.422,0.203,-0.059,,
12892.4,-1.414,0.203,-0.039,,
12892.5,-1.348,0.195,-0.027,,
12892.6,-1.25,0.191,-0.008,,
12892.7,-1.137,0.199,0.016,,
12892.8,-1.035,0.211,0.035,,
12892.9,-0.961,0.238,0.031,,
12893,-0.91,0.258,0.023,,
12893.1,-0.867,0.27,0.023,,
12893.2,-0.855,0.273,-0.004,,
12893.3,-0.852,0.281,-0.035,,
12893.4,-0.855,0.289,-0.055,,
12893.5,-0.852,0.305,-0.066,,
12893.6,-0.828,0.313,-0.066,,
12893.7,-0.813,0.32,-0.07,,
12893.8,-0.809,0.336,-0.082,,
12893.9,-0.813,0.352,-0.102,,
12894,-0.832,0.355,-0.109,,
12894.1,-0.844,0.348,-0.113,,
12894.2,-0.859,0.34,-0.113,,
12894.3,-0.871,0.324,-0.109,,
12894.4,-0.875,0.313,-0.117,,
12894.5,-0.875,0.297,-0.121,,
12894.6,-0.863,0.285,-0.121,,
12894.7,-0.855,0.262,-0.125,,
12894.8,-0.848,0.242,-0.145,,
12894.9,-0.859,0.227,-0.164,,
12895,-0.875,0.207,-0.18,,
12895.1,-0.906,0.195,-0.172,,
12895.2,-0.941,0.18,-0.148,,
12895.3,-0.98,0.164,-0.133,,
12895.4,-1.023,0.152,-0.129,,
12895.5,-1.051,0.141,-0.133,,
12895.6,-1.059,0.125,-0.152,,
12895.7,-1.063,0.098,-0.156,,
12895.8,-1.047,0.074,-0.16,,
12895.9,-1.02,0.063,-0.152,,
12896,-0.98,0.063,-0.117,,
12896.1,-0.941,0.098,-0.027,,
12896.2,-0.938,0.188,0.082,,
12896.3,-1.031,0.348,0.16,,
12896.4,-1.195,0.508,0.16,,
12896.5,-1.344,0.594,0.105,,
12896.6,-1.387,0.602,0.059,,
12896.7,-1.301,0.547,0.043,,
12896.8,-1.148,0.473,0.031,,
12896.9,-0.988,0.406,0.012,,
12897,-0.836,0.352,-0.004,,
12897.1,-0.73,0.297,-0.012,,
12897.2,-0.703,0.25,-0.004,,
12897.3,-0.75,0.207,0.008,,
12897.4,-0.836,0.188,0.023,,
12897.5,-0.93,0.199,0.047,,
12897.6,-1.023,0.223,0.074,,
12897.7,-1.082,0.254,0.105,,
12897.8,-1.082,0.281,0.129,,
12897.9,-1.035,0.305,0.141,,
12898,-0.973,0.32,0.141,,
12898.1,-0.922,0.34,0.133,,
12898.2,-0.891,0.355,0.121,,
12898.3,-0.867,0.359,0.098,,
12898.4,-0.848,0.348,0.07,,
12898.5,-0.828,0.324,0.055,,
12898.6,-0.82,0.305,0.047,,
12898.7,-0.828,0.285,0.047,,
12898.8,-0.855,0.27,0.051,,
12898.9,-0.879,0.254,0.055,,
12899,-0.902,0.234,0.043,,
12899.1,-0.91,0.219,0.047,,
12899.2,-0.902,0.199,0.063,,
12899.3,-0.891,0.195,0.086,,
12899.4,-0.895,0.199,0.109,,
12899.5,-0.926,0.215,0.121,,
12899.6,-0.992,0.238,0.125,,
12899.7,-1.066,0.242,0.133,,
12899.8,-1.141,0.246,0.133,,
12899.9,-1.195,0.246,0.121,,
12900,-1.211,0.23,0.102,,
12900.1,-1.188,0.219,0.074,,
12900.2,-1.137,0.199,0.051,,
12900.3,-1.074,0.18,0.039,,
12900.4,-1.016,0.152,0.023,,
12900.5,-0.969,0.129,0.02,,
12900.6,-0.926,0.113,0.012,,
12900.7,-0.914,0.094,0.008,,
12900.8,-0.906,0.086,-0.008,,
12900.9,-0.898,0.086,-0.008,,
12901,-0.902,0.09,-0.012,,
12901.1,-0.91,0.094,-0.008,,
12901.2,-0.926,0.098,-0.012,,
12901.3,-0.941,0.098,0,,
12901.4,-0.961,0.109,0.004,,
12901.5,-0.973,0.105,0.004,,
12901.6,-0.988,0.098,-0.008,,
12901.7,-0.996,0.094,-0.02,,
12901.8,-1,0.082,-0.023,,
12901.9,-1.004,0.086,-0.016,,
12902,-1.02,0.09,-0.02,,
12902.1,-1.035,0.102,-0.027,,
12902.2,-1.047,0.109,-0.043,,
12902.3,-1.059,0.117,-0.043,,
12902.4,-1.051,0.117,-0.043,,
12902.5,-1.039,0.129,-0.035,,
12902.6,-1.023,0.152,-0.023,,
12902.7,-1.004,0.172,-0.012,,
12902.8,-0.98,0.18,-0.008,,
12902.9,-0.977,0.184,-0.004,,
12903,-1.004,0.188,0.004,,
12903.1,-1.031,0.203,0.027,,
12903.2,-1.027,0.215,0.055,,
12903.3,-1,0.227,0.086,,
12903.4,-0.957,0.223,0.109,,
12903.5,-0.922,0.203,0.125,,
12903.6,-0.898,0.184,0.148,,
12903.7,-0.91,0.176,0.176,,
12903.8,-0.953,0.188,0.219,,
12903.9,-1.023,0.223,0.25,,
12904,-1.078,0.266,0.262,,
12904.1,-1.098,0.301,0.246,,
12904.2,-1.066,0.336,0.215,,
12904.3,-1,0.371,0.176,,
12904.4,-0.926,0.391,0.141,,
12904.5,-0.859,0.402,0.109,,
12904.6,-0.809,0.41,0.074,,
12904.7,-0.773,0.41,0.031,,
12904.8,-0.762,0.395,-0.004,,
12904.9,-0.793,0.379,-0.027,,
12905,-0.863,0.355,-0.039,,
12905.1,-0.945,0.316,-0.039,,
12905.2,-1.051,0.277,-0.035,,
12905.3,-1.176,0.238,-0.047,,
12905.4,-1.301,0.199,-0.055,,
12905.5,-1.387,0.156,-0.063,,
12905.6,-1.43,0.125,-0.063,,
12905.7,-1.418,0.109,-0.063,,
12905.8,-1.352,0.117,-0.047,,
12905.9,-1.27,0.137,-0.035,,
12906,-1.199,0.172,-0.023,,
12906.1,-1.137,0.219,-0.031,,
12906.2,-1.07,0.277,-0.051,,
12906.3,-0.996,0.32,-0.059,,
12906.4,-0.914,0.367,-0.07,,
12906.5,-0.859,0.395,-0.07,,
12906.6,-0.813,0.402,-0.07,,
12906.7,-0.785,0.41,-0.07,,
12906.8,-0.773,0.41,-0.078,,
12906.9,-0.773,0.391,-0.074,,
12907,-0.773,0.367,-0.078,,
12907.1,-0.773,0.336,-0.078,,
12907.2,-0.77,0.305,-0.086,,
12907.3,-0.766,0.273,-0.09,,
12907.4,-0.773,0.246,-0.098,,
12907.5,-0.793,0.238,-0.113,,
12907.6,-0.813,0.227,-0.121,,
12907.7,-0.836,0.23,-0.121,,
12907.8,-0.859,0.227,-0.137,,
12907.9,-0.871,0.219,-0.148,,
12908,-0.883,0.203,-0.148,,
12908.1,-0.879,0.188,-0.145,,
12908.2,-0.875,0.172,-0.148,,
12908.3,-0.883,0.152,-0.156,,
12908.4,-0.906,0.137,-0.156,,
12908.5,-0.938,0.129,-0.168,,
12908.6,-0.973,0.117,-0.176,,
12908.7,-1,0.102,-0.172,,
12908.8,-1,0.094,-0.16,,
12908.9,-0.98,0.098,-0.145,,
12909,-0.941,0.105,-0.117,,
12909.1,-0.906,0.148,-0.066,,
12909.2,-0.922,0.242,0.016,,
12909.3,-0.996,0.375,0.113,,
12909.4,-1.172,0.531,0.16,,
12909.5,-1.422,0.641,0.137,,
12909.6,-1.613,0.672,0.094,,
12909.7,-1.594,0.602,0.055,,
12909.8,-1.41,0.504,-0.004,,
12909.9,-1.184,0.418,-0.074,,
12910,-0.984,0.344,-0.141,,
12910.1,-0.813,0.273,-0.191,,
12910.2,-0.676,0.211,-0.195,,
12910.3,-0.59,0.168,-0.191,,
12910.4,-0.578,0.156,-0.168,,
12910.5,-0.645,0.16,-0.121,,
12910.6,-0.766,0.188,-0.059,,
12910.7,-0.906,0.227,0.008,,
12910.8,-1,0.266,0.066,,
12910.9,-1.051,0.305,0.105,,
12911,-1.059,0.332,0.141,,
12911.1,-1.035,0.359,0.16,,
12911.2,-0.988,0.379,0.16,,
12911.3,-0.926,0.398,0.152,,
12911.4,-0.867,0.406,0.148,,
12911.5,-0.797,0.406,0.145,,
12911.6,-0.734,0.406,0.133,,
12911.7,-0.688,0.398,0.133,,
12911.8,-0.676,0.395,0.152,,
12911.9,-0.715,0.398,0.176,,
12912,-0.789,0.414,0.188,,
12912.1,-0.871,0.43,0.191,,
12912.2,-0.973,0.445,0.176,,
12912.3,-1.074,0.461,0.148,,
12912.4,-1.133,0.453,0.129,,
12912.5,-1.16,0.438,0.125,,
12912.6,-1.152,0.418,0.125,,
12912.7,-1.113,0.398,0.121,,
12912.8,-1.059,0.375,0.109,,
12912.9,-0.992,0.355,0.102,,
12913,-0.926,0.332,0.105,,
12913.1,-0.879,0.32,0.109,,
12913.2,-0.855,0.313,0.105,,
12913.3,-0.855,0.32,0.094,,
12913.4,-0.867,0.324,0.094,,
12913.5,-0.895,0.313,0.086,,
12913.6,-0.926,0.301,0.086,,
12913.7,-0.949,0.277,0.078,,
12913.8,-0.977,0.238,0.063,,
12913.9,-0.992,0.199,0.043,,
12914,-1.004,0.148,0.02,,
12914.1,-1.004,0.09,0.008,,
12914.2,-0.996,0.051,0.004,,
12914.3,-0.984,0.031,0,,
12914.4,-0.977,0.023,0.008,,
12914.5,-0.973,0.023,0.023,,
12914.6,-0.984,0.027,0.039,,
12914.7,-0.992,0.055,0.051,,
12914.8,-1.008,0.078,0.047,,
12914.9,-1.023,0.117,0.043,,
12915,-1.031,0.148,0.027,,
12915.1,-1.02,0.172,0.031,,
12915.2,-0.992,0.184,0.039,,
12915.3,-0.969,0.188,0.039,,
12915.4,-0.969,0.188,0.035,,
12915.5,-0.984,0.176,0.012,,
12915.6,-0.98,0.156,0.004,,
