LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.415985,0.690813,-1.36591,195507,2015-07-06 12:36:58:342
-1.099763,-0.869991,0.336051,196007,2015-07-06 12:36:58:842
-0.608185,0.149389,0.350571,196507,2015-07-06 12:36:59:342
0.943488,-0.255818,0.703836,197007,2015-07-06 12:36:59:842
1.006657,0.801433,-1.940714,197507,2015-07-06 12:37:00:342
-0.631088,-0.439935,1.03869,198007,2015-07-06 12:37:00:842
-0.549807,0.156275,0.568518,198507,2015-07-06 12:37:01:342
0.626447,-0.17798,0.917293,199007,2015-07-06 12:37:01:842
0.786465,0.272433,-2.260599,199507,2015-07-06 12:37:02:342
-0.552052,-0.047451,1.4427,200009,2015-07-06 12:37:02:844
0.052241,0.429906,0.456401,200507,2015-07-06 12:37:03:342
0.086969,-0.186662,0.689766,201012,2015-07-06 12:37:03:847
0.234712,1.719774,-0.64905,201507,2015-07-06 12:37:04:342
-0.771346,-0.876577,0.904419,202006,2015-07-06 12:37:04:841
0.229473,0.268542,0.339943,202507,2015-07-06 12:37:05:342
0.572859,-0.241448,0.739013,203006,2015-07-06 12:37:05:841
-0.589175,1.25035,-0.839754,203507,2015-07-06 12:37:06:342
-0.760119,-0.528251,1.263822,204007,2015-07-06 12:37:06:842
0.094454,0.194146,-0.026196,204506,2015-07-06 12:37:07:341
0.133223,-0.323028,0.645907,205007,2015-07-06 12:37:07:842
0.032333,1.417552,0.010628,205507,2015-07-06 12:37:08:342
0.214055,-0.688568,0.633183,206010,2015-07-06 12:37:08:845
0.003443,0.685275,-0.144899,206507,2015-07-06 12:37:09:342
-0.330962,-0.174387,0.282163,207009,2015-07-06 12:37:09:844
0.460443,1.365012,-1.125809,207507,2015-07-06 12:37:10:342
-0.815354,-0.330662,0.677341,208007,2015-07-06 12:37:10:842
0.405507,0.252225,-0.537382,208507,2015-07-06 12:37:11:342
0.327669,-0.410446,0.480052,209007,2015-07-06 12:37:11:842
1.224005,0.925076,-1.287922,209507,2015-07-06 12:37:12:342
-0.543819,-0.334854,1.016237,210007,2015-07-06 12:37:12:842
0.790057,0.281415,-0.145497,210507,2015-07-06 12:37:13:342
0.372126,-0.182321,1.007555,211007,2015-07-06 12:37:13:842
1.028212,1.175506,-1.372496,211507,2015-07-06 12:37:14:342
-1.139131,-0.210911,0.705184,212007,2015-07-06 12:37:14:842
0.284109,0.482447,0.525407,212508,2015-07-06 12:37:15:343
1.67831,0.70234,0.224982,213010,2015-07-06 12:37:15:845
-0.02425,0.022603,-1.506318,213507,2015-07-06 12:37:16:342
-0.238155,2.49606,0.73108,214007,2015-07-06 12:37:16:842
-0.080832,0.052541,0.132774,214512,2015-07-06 12:37:17:347
0.544717,-0.024848,0.835113,215007,2015-07-06 12:37:17:842
-0.073198,1.319806,-0.169298,215507,2015-07-06 12:37:18:342
-0.083826,-0.451162,0.640817,216010,2015-07-06 12:37:18:845
-0.233215,0.375569,-0.10119,216507,2015-07-06 12:37:19:342
0.657882,-0.412991,0.478705,217007,2015-07-06 12:37:19:842
0.454006,1.420097,0.095052,217507,2015-07-06 12:37:20:342
-0.988095,-0.743354,0.771496,218007,2015-07-06 12:37:20:842
0.467628,0.065264,-0.515378,218507,2015-07-06 12:37:21:342
0.174238,-0.070354,0.783621,219008,2015-07-06 12:37:21:843
-0.223485,-0.15852,-1.821263,219507,2015-07-06 12:37:22:342
-0.310903,-0.553998,0.84619,220006,2015-07-06 12:37:22:841
0.246986,-0.468226,-0.934058,220507,2015-07-06 12:37:23:342
0.033381,-0.121996,0.048499,221007,2015-07-06 12:37:23:842
-0.085772,0.405806,-1.784888,221508,2015-07-06 12:37:24:343
-0.187859,-0.498613,-0.972528,222006,2015-07-06 12:37:24:841
3.204536,-0.649499,-1.75031,222507,2015-07-06 12:37:25:342
1.102308,-0.251178,0.245639,223007,2015-07-06 12:37:25:842
-0.761616,0.789309,0.457,223507,2015-07-06 12:37:26:342
0.402962,-1.359173,0.581391,224009,2015-07-06 12:37:26:844
-0.274679,-1.753304,-0.803978,224507,2015-07-06 12:37:27:342
-0.102088,-0.281714,0.357756,225007,2015-07-06 12:37:27:842
0.301473,0.441282,0.315843,225507,2015-07-06 12:37:28:342
-1.118175,-1.256936,-1.143322,226007,2015-07-06 12:37:28:842
-0.318388,-0.437091,-1.052312,226507,2015-07-06 12:37:29:342
0.377515,-0.554597,0.430654,227007,2015-07-06 12:37:29:842
-0.152533,0.101639,-0.789009,227507,2015-07-06 12:37:30:342
-0.593366,-0.799038,-0.13457,228007,2015-07-06 12:37:30:842
0.186362,-0.692011,-0.965193,228514,2015-07-06 12:37:31:349
0.334854,-0.520168,0.562381,229007,2015-07-06 12:37:31:842
0.155227,0.280217,0.51448,229509,2015-07-06 12:37:32:344
0.02889,-0.984353,-0.24025,230007,2015-07-06 12:37:32:842
1.536255,0.195643,-3.514242,230509,2015-07-06 12:37:33:344
0.680186,-0.659828,-0.276625,231007,2015-07-06 12:37:33:842
0.092358,0.505349,-0.201481,231507,2015-07-06 12:37:34:342
-0.759521,-0.702639,-0.6733,232007,2015-07-06 12:37:34:842
-0.736019,0.212408,0.001647,232508,2015-07-06 12:37:35:343
-0.232766,-0.135169,0.285456,233007,2015-07-06 12:37:35:842
-0.292641,-0.349373,0.247136,233507,2015-07-06 12:37:36:342
-0.579894,-0.994981,-0.842448,234006,2015-07-06 12:37:36:841
-1.279988,2.007326,0.886756,234507,2015-07-06 12:37:37:342
-0.121996,-0.107177,0.407453,235008,2015-07-06 12:37:37:843
1.753753,0.968785,0.617167,235507,2015-07-06 12:37:38:342
-0.337698,-0.621957,-1.547931,236007,2015-07-06 12:37:38:842
-1.592688,-0.375868,-0.064965,236507,2015-07-06 12:37:39:342
0.042961,-0.248783,0.317041,237007,2015-07-06 12:37:39:842
-0.099693,0.278571,0.299527,237507,2015-07-06 12:37:40:342
-0.561033,-0.690514,-1.242117,238007,2015-07-06 12:37:40:842
-1.494791,-0.877775,-0.340392,238507,2015-07-06 12:37:41:342
0.101639,-0.069755,-0.029189,239007,2015-07-06 12:37:41:842
0.864003,0.033979,0.154479,239507,2015-07-06 12:37:42:342
0.756527,0.076192,-1.369502,240007,2015-07-06 12:37:42:842
-0.965343,-0.468376,1.040337,240507,2015-07-06 12:37:43:342
0.246238,0.50026,0.458197,241012,2015-07-06 12:37:43:847
1.346151,-0.28351,0.468526,241507,2015-07-06 12:37:44:342
0.669408,0.440085,-1.843267,242007,2015-07-06 12:37:44:842
0.525407,-0.512384,-1.674717,242507,2015-07-06 12:37:45:342
2.08726,0.131876,-0.73587,243006,2015-07-06 12:37:45:841
1.151256,-0.211211,-0.074545,243507,2015-07-06 12:37:46:342
1.049468,0.891396,-1.876498,244007,2015-07-06 12:37:46:842
0.396974,-0.742306,1.527723,244507,2015-07-06 12:37:47:342
0.262255,0.417931,0.680036,245013,2015-07-06 12:37:47:848
1.074466,-0.366737,0.628094,245507,2015-07-06 12:37:48:342
0.102387,1.135239,-1.405577,246009,2015-07-06 12:37:48:844
-0.666264,1.220262,1.567391,246507,2015-07-06 12:37:49:342
-0.021705,-0.188308,0.199385,247007,2015-07-06 12:37:49:842
0.452359,-0.316891,0.17813,247506,2015-07-06 12:37:50:341
-0.339344,0.215252,-1.717229,248007,2015-07-06 12:37:50:842
-2.100731,-1.545835,-0.996328,248508,2015-07-06 12:37:51:343
0.752036,-0.502505,-1.646875,249007,2015-07-06 12:37:51:842
0.16361,1.085692,-0.071701,249508,2015-07-06 12:37:52:343
-0.841999,-0.57241,-1.586251,250007,2015-07-06 12:37:52:842
-0.811013,-0.967738,0.791404,250507,2015-07-06 12:37:53:342
-0.528401,0.005988,0.22124,251007,2015-07-06 12:37:53:842
-0.163759,-0.188757,0.008233,251507,2015-07-06 12:37:54:342
-1.576821,0.287402,-1.542542,252007,2015-07-06 12:37:54:842
-0.661175,-0.42796,-0.366737,252507,2015-07-06 12:37:55:342
0.041164,-0.685425,-1.091829,253008,2015-07-06 12:37:55:843
-0.034279,-0.264051,0.510888,253507,2015-07-06 12:37:56:342
0.247136,0.145797,0.052241,254007,2015-07-06 12:37:56:842
-0.280816,-0.674497,-0.585732,254506,2015-07-06 12:37:57:341
-0.490081,-0.919089,0.326022,255007,2015-07-06 12:37:57:842
-0.592169,-0.137564,-0.027543,255507,2015-07-06 12:37:58:342
0.593366,-0.133373,0.719105,256007,2015-07-06 12:37:58:842
-0.796943,-0.85113,-1.261726,256506,2015-07-06 12:37:59:341
-0.199685,0.136217,-1.472638,257010,2015-07-06 12:37:59:845
0.318089,-0.306712,-0.127385,257507,2015-07-06 12:38:00:342
0.497565,-0.002245,0.571512,258007,2015-07-06 12:38:00:842
-1.443299,-0.34638,-1.349144,258507,2015-07-06 12:38:01:342
-1.207988,-0.094903,-0.012274,259007,2015-07-06 12:38:01:842
0.161814,-0.506247,0.021106,259507,2015-07-06 12:38:02:342
0.282463,-0.122745,0.591869,260013,2015-07-06 12:38:02:848
-0.858914,-0.467178,-1.632206,260506,2015-07-06 12:38:03:341
-0.732128,-0.702938,0.862506,261007,2015-07-06 12:38:03:842
0.356259,-0.310604,0.273781,261507,2015-07-06 12:38:04:342
-0.513732,0.695005,0.291594,262007,2015-07-06 12:38:04:842
-0.810415,-0.745599,-1.262325,262508,2015-07-06 12:38:05:343
-1.257834,-1.700015,-0.041314,263006,2015-07-06 12:38:05:841
0.118254,-0.25013,0.365241,263507,2015-07-06 12:38:06:342
0.773741,0.070653,0.061073,264007,2015-07-06 12:38:06:842
-0.884361,-1.036744,-1.090333,264508,2015-07-06 12:38:07:343
-0.917143,-1.137784,0.011825,265006,2015-07-06 12:38:07:841
0.076491,-0.312999,0.535287,265507,2015-07-06 12:38:08:342
0.260159,0.428559,0.444875,266007,2015-07-06 12:38:08:842
-0.766855,-0.25507,-1.276695,266507,2015-07-06 12:38:09:342
-0.337099,-0.85577,1.749262,267007,2015-07-06 12:38:09:842
-0.811912,-0.255369,-0.269889,267507,2015-07-06 12:38:10:342
2.988386,0.883463,0.186812,268007,2015-07-06 12:38:10:842
