,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,SUM
309,-1.415606,-0.931363,-1.334475,156007,2015-07-06 12:36:18:842,2.15689612885
310,-0.200284,-1.045426,0.852477,156507,2015-07-06 12:36:19:342,1.36372513274
311,0.903371,-0.087119,-0.15852,157007,2015-07-06 12:36:19:842,0.921302053727
312,0.513582,0.251477,-0.335452,157508,2015-07-06 12:36:20:343,0.662974506717
313,-0.641266,-0.453407,-1.124013,158012,2015-07-06 12:36:20:847,1.37120575209
314,-0.603545,-0.939147,0.896785,158507,2015-07-06 12:36:21:342,1.43195216081
315,-0.280217,-0.065264,0.43739,159007,2015-07-06 12:36:21:842,0.523536979482
316,0.671803,-0.708776,0.764161,159507,2015-07-06 12:36:22:342,1.24000996887
317,-0.062869,0.207768,-1.328188,160007,2015-07-06 12:36:22:842,1.34580957655
318,-0.663121,-0.909958,-0.035027,160507,2015-07-06 12:36:23:342,1.12649008568
319,-0.191901,0.696651,-0.663121,161007,2015-07-06 12:36:23:842,0.980753827544
320,0.56268,-0.275727,0.092807,161507,2015-07-06 12:36:24:342,0.633440841893
321,0.59157,0.223186,0.630639,162007,2015-07-06 12:36:24:842,0.893013215925
322,-0.652343,-0.709824,-1.974544,162507,2015-07-06 12:36:25:342,2.19732234972
323,-0.766406,-0.220491,0.758323,163007,2015-07-06 12:36:25:842,1.10047635606
324,0.426912,-0.175735,-0.550555,163507,2015-07-06 12:36:26:342,0.71850362142
325,0.917442,-0.579445,0.696202,164007,2015-07-06 12:36:26:842,1.28924534368
326,0.652643,1.480272,-1.511856,164507,2015-07-06 12:36:27:342,2.21423951825
327,-0.760868,0.107327,0.466879,165007,2015-07-06 12:36:27:842,0.899119123917
328,0.319885,-0.152982,-0.425116,165507,2015-07-06 12:36:28:342,0.553582441019
329,-0.4808,-0.324974,0.099244,166007,2015-07-06 12:36:28:842,0.58874961759
330,0.477956,-0.172591,0.296982,166508,2015-07-06 12:36:29:343,0.58858125993
331,-0.651595,-0.961151,-0.876727,167007,2015-07-06 12:36:29:842,1.45500430286
332,-1.218466,-1.195115,-0.403561,167512,2015-07-06 12:36:30:347,1.75380179527
333,-0.098795,-0.23082,-0.150138,168006,2015-07-06 12:36:30:841,0.29254015702
334,1.828298,0.737367,0.319286,168507,2015-07-06 12:36:31:342,1.99707967274
335,0.00943,0.251327,-1.801204,169007,2015-07-06 12:36:31:842,1.81867810111
336,-0.448916,1.835333,1.299298,169507,2015-07-06 12:36:32:342,2.29306521685
337,-0.587079,-0.011825,-0.342188,170007,2015-07-06 12:36:32:842,0.679627993986
338,1.525328,-0.571062,0.709974,170507,2015-07-06 12:36:33:342,1.77673869663
339,0.924927,0.209115,-1.874103,171007,2015-07-06 12:36:33:842,2.10035261163
340,-0.373623,-0.791704,0.343236,171507,2015-07-06 12:36:34:342,0.940319265697
341,0.146695,0.185614,-0.914149,172007,2015-07-06 12:36:34:842,0.944267109573
342,0.606239,-0.414189,0.387993,172512,2015-07-06 12:36:35:347,0.830431707542
343,0.916544,1.058748,-1.761237,173008,2015-07-06 12:36:35:843,2.25010133141
344,-0.305814,-0.19235,0.329315,173507,2015-07-06 12:36:36:342,0.488844652544
345,0.063767,-0.370929,-2.011517,174007,2015-07-06 12:36:36:842,2.04642497899
346,0.402363,-0.101938,-0.092059,174511,2015-07-06 12:36:37:346,0.425161380059
347,0.540077,0.462538,0.890648,175007,2015-07-06 12:36:37:842,1.13968347679
348,-0.486488,-0.965492,-0.641865,175507,2015-07-06 12:36:38:342,1.25731302961
349,-1.278791,1.950145,0.740959,176008,2015-07-06 12:36:38:843,2.44691482941
350,0.601898,-0.208516,-0.074246,176508,2015-07-06 12:36:39:343,0.641305382151
351,1.9235,1.576222,0.357606,177007,2015-07-06 12:36:39:842,2.51241121127
352,-0.75997,-0.635129,-1.573677,177509,2015-07-06 12:36:40:344,1.85940919323
353,-0.402214,3.26022,0.99064,178007,2015-07-06 12:36:40:842,3.4310607922
354,0.551453,-0.305215,-0.388742,178507,2015-07-06 12:36:41:342,0.740524780138
355,1.728905,0.363893,0.037871,179007,2015-07-06 12:36:41:842,1.7671912254
356,-0.510738,-0.141007,-1.6831,179507,2015-07-06 12:36:42:342,1.76452880075
357,-0.585283,-0.881966,0.99064,180007,2015-07-06 12:36:42:842,1.44975440156
358,-0.417781,-0.131277,-0.111518,180508,2015-07-06 12:36:43:343,0.451896978319
359,1.230591,-0.436941,0.832419,181012,2015-07-06 12:36:43:847,1.5486100343
360,-0.428858,-0.051194,-1.753304,181512,2015-07-06 12:36:44:347,1.80571728856
361,-0.847388,-0.577948,0.681084,182007,2015-07-06 12:36:44:842,1.23124560032
362,0.403112,0.428259,-0.424368,182507,2015-07-06 12:36:45:342,0.725253924532
363,0.905168,0.107926,0.955014,183007,2015-07-06 12:36:45:842,1.3202381868
364,-0.997825,1.263972,-0.00015,183507,2015-07-06 12:36:46:342,1.61036640859
365,-0.197589,-0.899629,0.24983,184006,2015-07-06 12:36:46:841,0.954352544641
366,0.405656,0.237107,-1.287622,184507,2015-07-06 12:36:47:342,1.370673898
367,0.174088,-0.553399,0.41374,185007,2015-07-06 12:36:47:842,0.712557276677
368,-0.69231,0.513283,-0.748593,185507,2015-07-06 12:36:48:342,1.14155335129
369,-0.965941,-0.672252,-0.149988,186007,2015-07-06 12:36:48:842,1.18636468555
370,0.264949,0.424817,-0.526306,186507,2015-07-06 12:36:49:342,0.726405851935
371,0.140558,-0.438289,0.277074,187009,2015-07-06 12:36:49:844,0.5372371919
372,0.517025,1.280437,-0.714764,187507,2015-07-06 12:36:50:342,1.55490235619
373,-0.56732,-0.632435,0.17813,188007,2015-07-06 12:36:50:842,0.868076211242
374,-0.261356,-0.331111,-0.790057,188506,2015-07-06 12:36:51:341,0.895617952202
375,0.332608,-0.261207,0.457449,189007,2015-07-06 12:36:51:842,0.622990181395
376,-0.39428,1.685794,-0.418979,189507,2015-07-06 12:36:52:342,1.78126402627
377,-0.170196,-0.522863,0.953218,190012,2015-07-06 12:36:52:847,1.10044397891
378,0.596809,0.268392,-0.238304,190507,2015-07-06 12:36:53:342,0.696422317679
379,-0.207469,-0.541873,0.482596,191007,2015-07-06 12:36:53:842,0.754697709885
380,-0.8417,0.209265,-0.759371,191512,2015-07-06 12:36:54:347,1.15277710155
381,-0.119003,-1.247805,-0.085173,192008,2015-07-06 12:36:54:843,1.25635722307
382,0.29339,-0.697699,-1.062341,192507,2015-07-06 12:36:55:342,1.30438874074
383,0.154329,-0.434995,0.50954,193006,2015-07-06 12:36:55:841,0.687509346748
384,0.359103,1.309178,-1.117875,193507,2015-07-06 12:36:56:342,1.7585637651
385,-0.120799,-0.894689,0.511037,194006,2015-07-06 12:36:56:841,1.03741005417
386,-0.603844,0.289049,0.401315,194516,2015-07-06 12:36:57:351,0.780532273492
387,0.229173,-0.343835,1.096171,195010,2015-07-06 12:36:57:845,1.17146644527
388,0.415985,0.690813,-1.36591,195507,2015-07-06 12:36:58:342,1.58618291798
389,-1.099763,-0.869991,0.336051,196007,2015-07-06 12:36:58:842,1.44197547512
390,-0.608185,0.149389,0.350571,196507,2015-07-06 12:36:59:342,0.717708919818
391,0.943488,-0.255818,0.703836,197007,2015-07-06 12:36:59:842,1.20457360513
392,1.006657,0.801433,-1.940714,197507,2015-07-06 12:37:00:342,2.32852399578
393,-0.631088,-0.439935,1.03869,198007,2015-07-06 12:37:00:842,1.29255242991
394,-0.549807,0.156275,0.568518,198507,2015-07-06 12:37:01:342,0.806177604004
395,0.626447,-0.17798,0.917293,199007,2015-07-06 12:37:01:842,1.1249618536
396,0.786465,0.272433,-2.260599,199507,2015-07-06 12:37:02:342,2.40895304531
397,-0.552052,-0.047451,1.4427,200009,2015-07-06 12:37:02:844,1.54544372208
398,0.052241,0.429906,0.456401,200507,2015-07-06 12:37:03:342,0.629166244897
399,0.086969,-0.186662,0.689766,201012,2015-07-06 12:37:03:847,0.719849598153
400,0.234712,1.719774,-0.64905,201507,2015-07-06 12:37:04:342,1.85309962941
401,-0.771346,-0.876577,0.904419,202006,2015-07-06 12:37:04:841,1.47693453349
402,0.229473,0.268542,0.339943,202507,2015-07-06 12:37:05:342,0.490238622246
403,0.572859,-0.241448,0.739013,203006,2015-07-06 12:37:05:841,0.965714649756
404,-0.589175,1.25035,-0.839754,203507,2015-07-06 12:37:06:342,1.61730921089
405,-0.760119,-0.528251,1.263822,204007,2015-07-06 12:37:06:842,1.56654909302
406,0.094454,0.194146,-0.026196,204506,2015-07-06 12:37:07:341,0.2174866843
407,0.133223,-0.323028,0.645907,205007,2015-07-06 12:37:07:842,0.734364561483
408,0.032333,1.417552,0.010628,205507,2015-07-06 12:37:08:342,1.41796052483
409,0.214055,-0.688568,0.633183,206010,2015-07-06 12:37:08:845,0.959617707808
410,0.003443,0.685275,-0.144899,206507,2015-07-06 12:37:09:342,0.700435150514
411,-0.330962,-0.174387,0.282163,207009,2015-07-06 12:37:09:844,0.468575105807
412,0.460443,1.365012,-1.125809,207507,2015-07-06 12:37:10:342,1.82830834951
413,-0.815354,-0.330662,0.677341,208007,2015-07-06 12:37:10:842,1.11037396126
414,0.405507,0.252225,-0.537382,208507,2015-07-06 12:37:11:342,0.718910837029
415,0.327669,-0.410446,0.480052,209007,2015-07-06 12:37:11:842,0.711535533323
416,1.224005,0.925076,-1.287922,209507,2015-07-06 12:37:12:342,2.00317171603
417,-0.543819,-0.334854,1.016237,210007,2015-07-06 12:37:12:842,1.20025161789
418,0.790057,0.281415,-0.145497,210507,2015-07-06 12:37:13:342,0.851207285262
419,0.372126,-0.182321,1.007555,211007,2015-07-06 12:37:13:842,1.08944287824
420,1.028212,1.175506,-1.372496,211507,2015-07-06 12:37:14:342,2.07912951569
421,-1.139131,-0.210911,0.705184,212007,2015-07-06 12:37:14:842,1.35624015533
422,0.284109,0.482447,0.525407,212508,2015-07-06 12:37:15:343,0.767805670296
423,1.67831,0.70234,0.224982,213010,2015-07-06 12:37:15:845,1.83320016147
424,-0.02425,0.022603,-1.506318,213507,2015-07-06 12:37:16:342,1.50668273875
425,-0.238155,2.49606,0.73108,214007,2015-07-06 12:37:16:842,2.61180230761
426,-0.080832,0.052541,0.132774,214512,2015-07-06 12:37:17:347,0.164083222729
427,0.544717,-0.024848,0.835113,215007,2015-07-06 12:37:17:842,0.997370420637
428,-0.073198,1.319806,-0.169298,215507,2015-07-06 12:37:18:342,1.33263184625
429,-0.083826,-0.451162,0.640817,216010,2015-07-06 12:37:18:845,0.788175345979
430,-0.233215,0.375569,-0.10119,216507,2015-07-06 12:37:19:342,0.453520370089
431,0.657882,-0.412991,0.478705,217007,2015-07-06 12:37:19:842,0.91243014474
432,0.454006,1.420097,0.095052,217507,2015-07-06 12:37:20:342,1.49393166515
433,-0.988095,-0.743354,0.771496,218007,2015-07-06 12:37:20:842,1.45743369536
434,0.467628,0.065264,-0.515378,218507,2015-07-06 12:37:21:342,0.698963388858
435,0.174238,-0.070354,0.783621,219008,2015-07-06 12:37:21:843,0.805835242218
436,-0.223485,-0.15852,-1.821263,219507,2015-07-06 12:37:22:342,1.84175814123
437,-0.310903,-0.553998,0.84619,220006,2015-07-06 12:37:22:841,1.05811718421
438,0.246986,-0.468226,-0.934058,220507,2015-07-06 12:37:23:342,1.07363961302
439,0.033381,-0.121996,0.048499,221007,2015-07-06 12:37:23:842,0.135460208836
440,-0.085772,0.405806,-1.784888,221508,2015-07-06 12:37:24:343,1.83244659354
441,-0.187859,-0.498613,-0.972528,222006,2015-07-06 12:37:24:841,1.10892589402
442,3.204536,-0.649499,-1.75031,222507,2015-07-06 12:37:25:342,3.70870395454
443,1.102308,-0.251178,0.245639,223007,2015-07-06 12:37:25:842,1.15694072142
444,-0.761616,0.789309,0.457,223507,2015-07-06 12:37:26:342,1.188240981
445,0.402962,-1.359173,0.581391,224009,2015-07-06 12:37:26:844,1.53223533188
446,-0.274679,-1.753304,-0.803978,224507,2015-07-06 12:37:27:342,1.94830800798
447,-0.102088,-0.281714,0.357756,225007,2015-07-06 12:37:27:842,0.466662718755
448,0.301473,0.441282,0.315843,225507,2015-07-06 12:37:28:342,0.620783838306
449,-1.118175,-1.256936,-1.143322,226007,2015-07-06 12:37:28:842,2.03405718563
450,-0.318388,-0.437091,-1.052312,226507,2015-07-06 12:37:29:342,1.18312298861
451,0.377515,-0.554597,0.430654,227007,2015-07-06 12:37:29:842,0.797219088676
452,-0.152533,0.101639,-0.789009,227507,2015-07-06 12:37:30:342,0.810019755618
453,-0.593366,-0.799038,-0.13457,228007,2015-07-06 12:37:30:842,1.00431768893
454,0.186362,-0.692011,-0.965193,228514,2015-07-06 12:37:31:349,1.20216785285
455,0.334854,-0.520168,0.562381,229007,2015-07-06 12:37:31:842,0.836046851977
456,0.155227,0.280217,0.51448,229509,2015-07-06 12:37:32:344,0.606058296716
457,0.02889,-0.984353,-0.24025,230007,2015-07-06 12:37:32:842,1.01365947103
458,1.536255,0.195643,-3.514242,230509,2015-07-06 12:37:33:344,3.84034535466
459,0.680186,-0.659828,-0.276625,231007,2015-07-06 12:37:33:842,0.987191660624
460,0.092358,0.505349,-0.201481,231507,2015-07-06 12:37:34:342,0.551817184696
461,-0.759521,-0.702639,-0.6733,232007,2015-07-06 12:37:34:842,1.23446612095
462,-0.736019,0.212408,0.001647,232508,2015-07-06 12:37:35:343,0.766057334299
463,-0.232766,-0.135169,0.285456,233007,2015-07-06 12:37:35:842,0.392346527005
464,-0.292641,-0.349373,0.247136,233507,2015-07-06 12:37:36:342,0.518436544339
465,-0.579894,-0.994981,-0.842448,234006,2015-07-06 12:37:36:841,1.42687871745
466,-1.279988,2.007326,0.886756,234507,2015-07-06 12:37:37:342,2.54048482655
467,-0.121996,-0.107177,0.407453,235008,2015-07-06 12:37:37:843,0.438620428792
468,1.753753,0.968785,0.617167,235507,2015-07-06 12:37:38:342,2.09644677183
469,-0.337698,-0.621957,-1.547931,236007,2015-07-06 12:37:38:842,1.70204607159
470,-1.592688,-0.375868,-0.064965,236507,2015-07-06 12:37:39:342,1.63772777652
471,0.042961,-0.248783,0.317041,237007,2015-07-06 12:37:39:842,0.405282153926
472,-0.099693,0.278571,0.299527,237507,2015-07-06 12:37:40:342,0.421018906961
473,-0.561033,-0.690514,-1.242117,238007,2015-07-06 12:37:40:842,1.5278816227
474,-1.494791,-0.877775,-0.340392,238507,2015-07-06 12:37:41:342,1.76656610348
475,0.101639,-0.069755,-0.029189,239007,2015-07-06 12:37:41:842,0.126681664289
476,0.864003,0.033979,0.154479,239507,2015-07-06 12:37:42:342,0.878361837679
477,0.756527,0.076192,-1.369502,240007,2015-07-06 12:37:42:842,1.56642077699
478,-0.965343,-0.468376,1.040337,240507,2015-07-06 12:37:43:342,1.49451137787
479,0.246238,0.50026,0.458197,241012,2015-07-06 12:37:43:847,0.721690869454
480,1.346151,-0.28351,0.468526,241507,2015-07-06 12:37:44:342,1.45327803519
481,0.669408,0.440085,-1.843267,242007,2015-07-06 12:37:44:842,2.00982962238
482,0.525407,-0.512384,-1.674717,242507,2015-07-06 12:37:45:342,1.82846025639
483,2.08726,0.131876,-0.73587,243006,2015-07-06 12:37:45:841,2.21710402189
484,1.151256,-0.211211,-0.074545,243507,2015-07-06 12:37:46:342,1.17284160102
485,1.049468,0.891396,-1.876498,244007,2015-07-06 12:37:46:842,2.32749106461
486,0.396974,-0.742306,1.527723,244507,2015-07-06 12:37:47:342,1.74428900101
487,0.262255,0.417931,0.680036,245013,2015-07-06 12:37:47:848,0.84017436707
488,1.074466,-0.366737,0.628094,245507,2015-07-06 12:37:48:342,1.29748806744
489,0.102387,1.135239,-1.405577,246009,2015-07-06 12:37:48:844,1.8096677562
490,-0.666264,1.220262,1.567391,246507,2015-07-06 12:37:49:342,2.09515193082
491,-0.021705,-0.188308,0.199385,247007,2015-07-06 12:37:49:842,0.275109774661
492,0.452359,-0.316891,0.17813,247506,2015-07-06 12:37:50:341,0.580326518145
493,-0.339344,0.215252,-1.717229,248007,2015-07-06 12:37:50:842,1.76362218524
494,-2.100731,-1.545835,-0.996328,248508,2015-07-06 12:37:51:343,2.79201469645
495,0.752036,-0.502505,-1.646875,249007,2015-07-06 12:37:51:842,1.87890039277
496,0.16361,1.085692,-0.071701,249508,2015-07-06 12:37:52:343,1.1002892276
497,-0.841999,-0.57241,-1.586251,250007,2015-07-06 12:37:52:842,1.88488932277
498,-0.811013,-0.967738,0.791404,250507,2015-07-06 12:37:53:342,1.4901608014
499,-0.528401,0.005988,0.22124,251007,2015-07-06 12:37:53:842,0.572879228586
500,-0.163759,-0.188757,0.008233,251507,2015-07-06 12:37:54:342,0.250027993271
501,-1.576821,0.287402,-1.542542,252007,2015-07-06 12:37:54:842,2.22449998818
502,-0.661175,-0.42796,-0.366737,252507,2015-07-06 12:37:55:342,0.868791211623
503,0.041164,-0.685425,-1.091829,253008,2015-07-06 12:37:55:843,1.28980326824
504,-0.034279,-0.264051,0.510888,253507,2015-07-06 12:37:56:342,0.576111559497
505,0.247136,0.145797,0.052241,254007,2015-07-06 12:37:56:842,0.291654058408
506,-0.280816,-0.674497,-0.585732,254506,2015-07-06 12:37:57:341,0.93642180917
507,-0.490081,-0.919089,0.326022,255007,2015-07-06 12:37:57:842,1.0914184903
508,-0.592169,-0.137564,-0.027543,255507,2015-07-06 12:37:58:342,0.608561086092
509,0.593366,-0.133373,0.719105,256007,2015-07-06 12:37:58:842,0.941798050598
510,-0.796943,-0.85113,-1.261726,256506,2015-07-06 12:37:59:341,1.71799095493
511,-0.199685,0.136217,-1.472638,257010,2015-07-06 12:37:59:845,1.49234441379
512,0.318089,-0.306712,-0.127385,257507,2015-07-06 12:38:00:342,0.459869330452
513,0.497565,-0.002245,0.571512,258007,2015-07-06 12:38:00:842,0.757761133468
514,-1.443299,-0.34638,-1.349144,258507,2015-07-06 12:38:01:342,2.00581171612
515,-1.207988,-0.094903,-0.012274,259007,2015-07-06 12:38:01:842,1.21177235429
516,0.161814,-0.506247,0.021106,259507,2015-07-06 12:38:02:342,0.531897789844
517,0.282463,-0.122745,0.591869,260013,2015-07-06 12:38:02:848,0.667203563056
518,-0.858914,-0.467178,-1.632206,260506,2015-07-06 12:38:03:341,1.90265208841
519,-0.732128,-0.702938,0.862506,261007,2015-07-06 12:38:03:842,1.33193462312
520,0.356259,-0.310604,0.273781,261507,2015-07-06 12:38:04:342,0.546215484821
521,-0.513732,0.695005,0.291594,262007,2015-07-06 12:38:04:842,0.912129145837
522,-0.810415,-0.745599,-1.262325,262508,2015-07-06 12:38:05:343,1.67515812586
523,-1.257834,-1.700015,-0.041314,263006,2015-07-06 12:38:05:841,2.11516056563
524,0.118254,-0.25013,0.365241,263507,2015-07-06 12:38:06:342,0.458203026504
525,0.773741,0.070653,0.061073,264007,2015-07-06 12:38:06:842,0.779356717312
526,-0.884361,-1.036744,-1.090333,264508,2015-07-06 12:38:07:343,1.7452101738
527,-0.917143,-1.137784,0.011825,265006,2015-07-06 12:38:07:841,1.46145254584
528,0.076491,-0.312999,0.535287,265507,2015-07-06 12:38:08:342,0.624781097226
529,0.260159,0.428559,0.444875,266007,2015-07-06 12:38:08:842,0.670268071287
530,-0.766855,-0.25507,-1.276695,266507,2015-07-06 12:38:09:342,1.51098557867
531,-0.337099,-0.85577,1.749262,267007,2015-07-06 12:38:09:842,1.97633387193
532,-0.811912,-0.255369,-0.269889,267507,2015-07-06 12:38:10:342,0.89289108755
533,2.988386,0.883463,0.186812,268007,2015-07-06 12:38:10:842,3.1218354346
