Timestamp,Axis1,Axis2,Axis3
0.5,-0.988,0.059,-0.211
0.6,-0.52,-0.301,0.918
0.7,0.309,-0.133,1.199
0.8,0.738,0.07,0.453
0.9,0.883,0.152,0.117
1,0.93,0.191,-0.012
1.1,0.945,0.199,-0.059
1.2,0.953,0.207,-0.074
1.3,0.957,0.207,-0.082
1.4,0.953,0.203,-0.086
1.5,0.953,0.199,-0.09
1.6,0.953,0.203,-0.09
1.7,0.949,0.203,-0.094
1.8,0.949,0.199,-0.09
1.9,0.957,0.199,-0.09
2,0.961,0.191,-0.094
2.1,0.953,0.191,-0.094
2.2,0.957,0.188,-0.09
2.3,0.961,0.188,-0.094
2.4,0.961,0.195,-0.094
2.5,0.961,0.191,-0.094
2.6,0.965,0.195,-0.102
2.7,0.973,0.195,-0.105
2.8,0.98,0.191,-0.102
2.9,0.973,0.18,-0.105
3,0.98,0.172,-0.109
3.1,0.977,0.164,-0.113
3.2,0.973,0.164,-0.117
3.3,0.969,0.164,-0.109
3.4,0.965,0.172,-0.113
3.5,0.965,0.172,-0.109
3.6,0.961,0.164,-0.113
3.7,0.965,0.168,-0.117
3.8,0.965,0.176,-0.117
3.9,0.965,0.184,-0.121
4,0.961,0.184,-0.121
4.1,0.965,0.18,-0.129
4.2,0.965,0.172,-0.133
4.3,0.965,0.164,-0.133
4.4,0.961,0.164,-0.125
4.5,0.965,0.164,-0.125
4.6,0.965,0.168,-0.117
4.7,0.965,0.168,-0.113
4.8,0.965,0.164,-0.113
4.9,0.965,0.168,-0.117
5,0.969,0.164,-0.121
5.1,0.973,0.164,-0.121
5.2,0.969,0.16,-0.125
5.3,0.969,0.164,-0.125
5.4,0.969,0.164,-0.125
5.5,0.977,0.168,-0.125
5.6,0.977,0.168,-0.129
5.7,0.973,0.164,-0.125
5.8,0.973,0.16,-0.129
5.9,0.969,0.152,-0.129
6,0.965,0.145,-0.145
6.1,0.957,0.137,-0.152
6.2,0.945,0.129,-0.148
6.3,0.945,0.137,-0.145
6.4,0.957,0.145,-0.145
6.5,0.957,0.148,-0.148
6.6,0.961,0.148,-0.148
6.7,0.961,0.137,-0.156
6.8,0.965,0.133,-0.156
6.9,0.965,0.133,-0.16
7,0.969,0.133,-0.16
7.1,0.969,0.129,-0.16
7.2,0.973,0.125,-0.164
7.3,0.973,0.121,-0.172
7.4,0.969,0.121,-0.168
7.5,0.965,0.117,-0.168
7.6,0.965,0.121,-0.168
7.7,0.961,0.125,-0.176
7.8,0.965,0.125,-0.18
7.9,0.965,0.129,-0.18
8,0.965,0.137,-0.172
8.1,0.969,0.137,-0.168
8.2,0.969,0.141,-0.164
8.3,0.969,0.141,-0.164
8.4,0.969,0.145,-0.164
8.5,0.969,0.141,-0.172
8.6,0.969,0.141,-0.18
8.7,0.957,0.137,-0.184
8.8,0.949,0.133,-0.188
8.9,0.945,0.125,-0.191
9,0.949,0.117,-0.191
9.1,0.945,0.109,-0.195
9.2,0.945,0.105,-0.195
9.3,0.953,0.102,-0.195
9.4,0.949,0.105,-0.195
9.5,0.949,0.105,-0.195
9.6,0.957,0.102,-0.195
9.7,0.957,0.105,-0.195
9.8,0.957,0.105,-0.191
9.9,0.957,0.102,-0.191
10,0.961,0.098,-0.195
10.1,0.961,0.102,-0.191
10.2,0.961,0.105,-0.195
10.3,0.965,0.102,-0.191
10.4,0.961,0.109,-0.195
10.5,0.957,0.113,-0.191
10.6,0.965,0.117,-0.191
10.7,0.961,0.121,-0.191
