,Timestamp,Axis1,Axis2,Axis3,Unnamed: 4,Unnamed: 5,SUM,FILTER
0,0.0,-0.324,0.867,1.227,,START,1.53694306986,1.53694306986
1,0.1,-0.891,1.316,1.758,,,2.36987362532,1.62023612541
2,0.2,-1.906,1.398,1.449,,,2.772515284,1.73546404127
3,0.3,-2.234,1.574,1.316,,,3.03316468396,1.86523410554
4,0.4,-2.328,1.996,2.004,,,3.66327940512,2.0450386355
5,0.5,-2.383,2.293,2.203,,,3.97363146253,2.2378979182
6,0.6,-2.297,1.996,1.48,,,3.38387721408,2.35249584779
7,0.7,-2.07,1.469,0.832,,,2.67115798859,2.38436206187
8,0.8,-1.828,0.961,0.723,,,2.18811197154,2.36473705283
9,0.9,-1.766,0.5,0.785,,,1.99624171883,2.32788751943
10,1.0,-1.785,0.207,0.867,,,1.99518495383,2.29461726287
11,1.1,-1.676,0.059,0.855,,,1.88241387585,2.25339692417
12,1.2,-1.555,0.008,0.758,,,1.72992861124,2.20105009288
13,1.3,-1.473,0.027,0.66,,,1.61432896276,2.14237797987
14,1.4,-1.418,0.176,0.582,,,1.54286227512,2.08242640939
15,1.5,-1.367,0.336,0.543,,,1.50878560439,2.02506232889
16,1.6,-1.332,0.492,0.586,,,1.53612629689,1.97616872569
17,1.7,-1.367,0.656,0.539,,,1.60920663682,1.93947251681
18,1.8,-1.344,0.793,0.508,,,1.64111212292,1.90963647742
19,1.9,-1.246,0.723,0.496,,,1.52356850847,1.87102968052
20,2.0,-1.188,0.535,0.449,,,1.37810376968,1.82173708944
21,2.1,-1.199,0.324,0.406,,,1.30668014449,1.77023139494
22,2.2,-1.16,0.188,0.371,,,1.2323088087,1.71643913632
23,2.3,-1.055,0.129,0.336,,,1.11470265093,1.65626548778
24,2.4,-0.938,0.133,0.332,,,1.00387100765,1.59102603977
25,2.5,-0.855,0.172,0.367,,,0.946201881207,1.52654362391
26,2.6,-0.813,0.215,0.402,,,0.932093342965,1.46709859582
27,2.7,-0.781,0.238,0.406,,,0.911833866447,1.41157212288
28,2.8,-0.777,0.25,0.383,,,0.901619653734,1.36057687596
29,2.9,-0.781,0.246,0.363,,,0.895681863163,1.31408737468
30,3.0,-0.781,0.27,0.344,,,0.895096084228,1.27218824564
31,3.1,-0.734,0.297,0.32,,,0.854028688043,1.23037228988
32,3.2,-0.648,0.301,0.238,,,0.75309295575,1.18264435647
33,3.3,-0.586,0.313,0.164,,,0.68429598859,1.13280951968
34,3.4,-0.52,0.328,0.129,,,0.628191849677,1.08234775268
35,3.5,-0.477,0.344,0.137,,,0.603849318953,1.03449790931
36,3.6,-0.469,0.363,0.148,,,0.611256083814,0.992173726757
37,3.7,-0.504,0.367,0.156,,,0.64268265886,0.957224619967
38,3.8,-0.555,0.367,0.172,,,0.687239405157,0.930226098486
39,3.9,-0.594,0.355,0.207,,,0.722294953603,0.909432983998
40,4.0,-0.621,0.32,0.266,,,0.747527257028,0.893242411301
41,4.1,-0.648,0.27,0.32,,,0.771494653254,0.881067635496
42,4.2,-0.688,0.223,0.34,,,0.799170194639,0.872877891411
43,4.3,-0.742,0.199,0.332,,,0.836892466211,0.869279348891
44,4.4,-0.801,0.195,0.305,,,0.879005688264,0.870251982828
45,4.5,-0.84,0.219,0.289,,,0.914921854586,0.874718970004
46,4.6,-0.871,0.262,0.309,,,0.960607099703,0.883307782974
47,4.7,-0.902,0.313,0.324,,,1.0082405467,0.895801059346
48,4.8,-0.926,0.344,0.324,,,1.03960954209,0.91018190762
49,4.9,-0.938,0.355,0.309,,,1.04945223807,0.924108940665
50,5.0,-0.938,0.355,0.277,,,1.04047969706,0.935746016305
51,5.1,-0.941,0.336,0.242,,,1.02807635903,0.944979050578
52,5.2,-0.949,0.293,0.219,,,1.01705997857,0.952187143377
53,5.3,-0.926,0.246,0.23,,,0.98533852051,0.95550228109
54,5.4,-0.898,0.215,0.254,,,0.957676876613,0.955719740642
55,5.5,-0.883,0.191,0.266,,,0.941767487228,0.954324515301
56,5.6,-0.898,0.176,0.266,,,0.952961699125,0.954188233683
57,5.7,-0.934,0.164,0.238,,,0.977699340288,0.956539344344
58,5.8,-0.961,0.164,0.211,,,0.997465788887,0.960631988798
59,5.9,-0.953,0.172,0.227,,,0.994646670934,0.964033457012
60,6.0,-0.941,0.188,0.238,,,0.988670319166,0.966497143227
61,6.1,-0.941,0.211,0.227,,,0.99072246366,0.96891967527
62,6.2,-0.898,0.219,0.203,,,0.946347716223,0.966662479366
63,6.3,-0.855,0.195,0.176,,,0.894441725324,0.959440403961
64,6.4,-0.809,0.168,0.184,,,0.846499261665,0.948146289732
65,6.5,-0.809,0.145,0.188,,,0.843119208653,0.937643581624
66,6.6,-0.824,0.148,0.199,,,0.860512056859,0.929930429147
67,6.7,-0.855,0.16,0.215,,,0.896018973013,0.926539283534
68,6.8,-0.875,0.188,0.191,,,0.91512294256,0.925397649437
69,6.9,-0.879,0.234,0.195,,,0.930280602829,0.925885944776
70,7.0,-0.887,0.348,0.25,,,0.985075124039,0.931804862702
71,7.1,-0.938,0.473,0.313,,,1.09614871254,0.948239247686
72,7.2,-0.973,0.563,0.344,,,1.17559942157,0.970975265074
73,7.3,-0.996,0.605,0.34,,,1.21393615977,0.995271354544
74,7.4,-0.973,0.609,0.34,,,1.19716749037,1.01546096813
75,7.5,-0.961,0.574,0.344,,,1.17103928201,1.03101879951
76,7.6,-0.973,0.531,0.383,,,1.17276553496,1.04519347306
77,7.7,-0.996,0.473,0.41,,,1.17636941477,1.05831106723
78,7.8,-1.016,0.422,0.383,,,1.16491587679,1.06897154819
79,7.9,-0.953,0.395,0.371,,,1.09630059746,1.07170445311
80,8.0,-0.887,0.363,0.367,,,1.02626848339,1.06716085614
81,8.1,-0.844,0.352,0.352,,,0.97986937905,1.05843170843
82,8.2,-0.789,0.352,0.348,,,0.931412368395,1.04572977443
83,8.3,-0.777,0.355,0.359,,,0.92662559861,1.03381935685
84,8.4,-0.773,0.352,0.371,,,0.926862449342,1.0231236661
85,8.5,-0.789,0.34,0.387,,,0.942279151844,1.01503921467
86,8.6,-0.836,0.324,0.379,,,0.973402794325,1.01087557264
87,8.7,-0.891,0.328,0.395,,,1.02834332788,1.01262234816
88,8.8,-0.945,0.344,0.406,,,1.08452616382,1.01981272973
89,8.9,-0.992,0.363,0.41,,,1.13310767361,1.03114222412
90,9.0,-1.008,0.379,0.395,,,1.14705274508,1.04273327621
91,9.1,-1.004,0.367,0.348,,,1.12419259916,1.05087920851
92,9.2,-0.98,0.355,0.316,,,1.08916527671,1.05470781533
93,9.3,-0.969,0.348,0.289,,,1.06938580503,1.0561756143
94,9.4,-0.961,0.336,0.273,,,1.0540142314,1.05595947601
95,9.5,-0.961,0.313,0.285,,,1.05010237596,1.055373766
96,9.6,-0.941,0.27,0.305,,,1.02538090483,1.05237447989
97,9.7,-0.926,0.223,0.32,,,1.00479102305,1.0476161342
98,9.8,-0.914,0.184,0.313,,,0.983473944749,1.04120191526
99,9.9,-0.91,0.168,0.313,,,0.976879214642,1.0347696452
100,10.0,-0.914,0.164,0.309,,,0.978658776081,1.02915855828
101,10.1,-0.926,0.176,0.289,,,0.98588691035,1.02483139349
102,10.2,-0.918,0.195,0.277,,,0.978508048,1.02019905894
103,10.3,-0.891,0.211,0.262,,,0.952389626151,1.01341811566
104,10.4,-0.863,0.199,0.246,,,0.919176805626,1.00399398466
105,10.5,-0.832,0.18,0.238,,,0.883893658762,0.991983952069
106,10.6,-0.816,0.145,0.238,,,0.862278957183,0.979013452581
107,10.7,-0.82,0.117,0.246,,,0.864063076401,0.967518414963
108,10.8,-0.844,0.105,0.266,,,0.891132425625,0.959879816029
109,10.9,-0.871,0.094,0.301,,,0.926324996964,0.956524334122
110,11.0,-0.906,0.102,0.313,,,0.963954874462,0.957267388156
111,11.1,-0.914,0.102,0.293,,,0.965219664118,0.958062615753
112,11.2,-0.902,0.125,0.27,,,0.949804716771,0.957236825854
113,11.3,-0.887,0.137,0.25,,,0.931685569278,0.954681700197
114,11.4,-0.879,0.129,0.23,,,0.917704745547,0.950984004732
115,11.5,-0.887,0.113,0.219,,,0.92059708885,0.947945313144
116,11.6,-0.895,0.098,0.219,,,0.926601316641,0.945810913493
